Crash Number,City/Town Name,Crash Date,Crash Time,Crash Severity,Number of Vehicles,Total Nonfatal Injuries,Total Fatal Injuries,Manner of Collision,Vehicle Action Prior to Crash,Vehicle Travel Directions,Most Harmful Events,Vehicle Configuration,Road Surface Condition,Ambient Light,Weather Condition,At Roadway Intersection,Distance from Nearest Roadway Intersection,Distance from Nearest Milemarker,Distance from Nearest Exit,Distance from Nearest Landmark,Non Motorist Type,X Coordinate,Y Coordinate
3266732,BOSTON (BRIGHTON),03-Jul-2012,9:41 AM,Not Reported,2,0,0,Rear-to-rear,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Not reported / V2:Not reported,Dry,Daylight,Clear,KENTON ROAD / WOODSTOCK AVENUE,,,,,,,
3168351,BOSTON,03-Jul-2012,10:25 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Not Reported,,STORROW DRIVE,,,ENTRANCE TO HATCH SHELL,,235177.1956,900828.0894
3249415,BOSTON (BRIGHTON),03-Jul-2012,11:25 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Turning left,V1:Not reported ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Daylight,Clear/Clear,WALLINGFORD ROAD / CHESTNUT HILL AVENUE,,,,,P2:Pedestrian,228562.2968,899392.375
3251200,BOSTON,03-Jul-2012,11:47 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Backing,V1:Eastbound ,V1: Collision with median barrier ,V1: Passenger car,Dry,Daylight,Clear/Clear,HUNTINGTON AVENUE Rte 9 E / WIGGLESWORTH STREET,,,,,,232755.9674,898349.6967
3214152,BOSTON,03-Jul-2012,12:30 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Not reported ,V1: Passenger car,Dry,Daylight,Not Reported,,JAMAICAWAY / 78,,,,,231519.1621,896142.9109
3158802,BOSTON,03-Jul-2012,3:36 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Cloudy,,STORROW DRIVE,,,LEE POOL DRIVEWAY,,235397.6536,901578.6455
3168365,BOSTON,03-Jul-2012,4:00 PM,Non-fatal injury,2,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Changing lanes,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 S,,Exit 15 on Rte 93 S,,,236629.6253,897168.5001
3249429,BOSTON,03-Jul-2012,4:00 PM,Property damage only (none injured),2,0,0,Single vehicle crash,V1: Slowing or stopped in traffic / V2:Parked,V1:Not reported / V2:Not reported ,V1: Collision with light pole or other post/support / V2: Not reported ,V1: Passenger car / V2:Not reported,Dry,Daylight,Cloudy,,120 GLENVILLE AVENUE,,,,,229985.9509,899893.9085
3239233,BOSTON,03-Jul-2012,5:15 PM,Property damage only (none injured),2,0,0,Angle,V1: Turning right / V2:Not reported,V1:Westbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Not reported ,"V1: Passenger car / V2:Bus (seats for more than 15 people, including driver)",Dry,Not reported,Cloudy/Cloudy,WASHINGTON STREET / NORWELL STREET,,,,,,234829.6248,894713.0002
3181052,BOSTON,03-Jul-2012,5:30 PM,Property damage only (none injured),2,0,0,Angle,V1: Entering traffic lane / V2:Travelling straight ahead,V1:Southbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Not Reported,GALLIVAN BOULEVARD / OAKRIDGE STREET,,,,,,235078.9376,892049.5623
3237619,BOSTON,03-Jul-2012,5:40 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Bus (seats for more than 15 people, including driver)",Dry,Other,Clear/Cloudy,,799 BLUE HILL AVENUE,,,,,234039.9989,894198.8298
3254730,BOSTON (DORCHESTER),03-Jul-2012,8:36 PM,Non-fatal injury,2,1,0,Not reported,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Not reported,Not reported,Not Reported,,154 WASHINGTON STREET,,,,,236427.329,901018.8342
3164520,BOSTON,03-Jul-2012,9:54 PM,Non-fatal injury,2,1,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,NORTHERN AVENUE / SEAPORT LANE,,,,,237841.0754,900007.7446
3656352,BOSTON,03-Jul-2012,10:32 PM,Fatal injury,1,0,1,Not reported,V1: Not reported,V1:Not reported ,V1: Not reported ,V1: Passenger car,Not reported,Dawn,Clear,COLUMBIA ROAD / WASHINGTON STREET,,,,,,234591.703,895070.8124
3254746,BOSTON (DORCHESTER),04-Jul-2012,00:00 AM,Not Reported,2,0,0,Single vehicle crash,V1: Turning left / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with moped / V2: Collision with moped ,V1: Passenger car / V2:MOPED,Wet,Dark - lighted roadway,Cloudy,NEPONSET AVENUE / ADAMS STREET,,,,,,236563.6567,894184.9157
3158784,BOSTON,04-Jul-2012,1:19 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Entering traffic lane,V1:Northbound ,V1: Collision with motor vehicle in traffic ,V1: Motorcycle,Dry,Dark - lighted roadway,Clear,,Rte 93 N,,Exit 26 on Rte 93 N,,,236402.7433,901600.0342
3160295,BOSTON,04-Jul-2012,3:20 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,FRONTAGE ROAD / WEST FOURTH STREET,,,,,236111.8694,899236.5468
3160178,BOSTON,04-Jul-2012,5:58 AM,Non-fatal injury,1,2,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Dawn,Cloudy/Rain,,Rte 93 N,,Exit 28 on Rte 93 N,,,234953.5188,903173.3157
3179595,BOSTON,04-Jul-2012,6:25 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Not reported,V1:Southbound ,V1: Collision with other movable object ,V1: Passenger car,Wet,Daylight,Rain,,Rte 93 S,,Exit 12 on Rte 93 S,,,237620.5493,892713.0989
3160296,BOSTON,04-Jul-2012,8:57 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Other ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Daylight,Rain,,Rte 93 N,,,,,236126.6681,899275.4325
3245695,BOSTON,04-Jul-2012,9:40 AM,Non-fatal injury,1,1,0,Not reported,V1: Turning left,V1:Northbound ,V1: Collision with pedestrian ,V1: Passenger car,Not reported,Not reported,Not Reported,SOUTH STREET / EAST STREET,,,,,P2:Pedestrian,236477.12,900213.9696
3254262,BOSTON (DORCHESTER),04-Jul-2012,1:20 PM,Not Reported,2,0,0,"Sideswipe, same direction",V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: MOPED / V2:Passenger car,Dry,Daylight,Clear,ADAMS STREET / WHITTEN STREET,,,,,,236538.9373,893817.25
3161731,BOSTON,04-Jul-2012,2:31 PM,Property damage only (none injured),4,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic / V4:Travelling straight ahead,V1:Northbound / V2:Northbound / V3:Northbound / V4:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car / V4:Passenger car,Dry,Daylight,Clear,,Rte 93 N / RAMP - RT 90 TO RT 93 NB,Rte 93  N Milemarker 16.8,,,,236583.9172,900213.5471
3160299,BOSTON,04-Jul-2012,4:35 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Westbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,VETERANS OF FOREIGN WARS PARKWAY / LA GRANGE STREET,,,,,,227356.7344,893407.1877
3389294,BOSTON,04-Jul-2012,5:15 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Changing lanes,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Not reported,Dry,Daylight,Clear,,Rte 93 S,,Exit 18 on Rte 93 S,SOUTH BAY PLAZA,,236013.2783,899092.9981
3243478,BOSTON,04-Jul-2012,8:00 PM,Non-fatal injury,2,1,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Wet,Dark - lighted roadway,Not Reported,,MORTON STREET Rte 203 / HANNON STREET,,,,,234147.0069,892377.4768
3163763,BOSTON,05-Jul-2012,00:00 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Parked,V1:Northbound / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Wet,Dark - lighted roadway,Not Reported,,PARK DRIVE,,,,,233407.9475,899457.364
3186744,BOSTON,05-Jul-2012,11:20 AM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Not Reported,VETERANS OF FOREIGN WARS PARKWAY / WEST ROXBURY VFW PARKWAY ROTARY,,,,,,229244.3438,894033.7502
3163125,BOSTON,05-Jul-2012,4:20 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Changing lanes,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,DAVID G MUGAR WAY Rte 28 S / STORROW DRIVE,,,MUGAR WAY W/B @ HATCH SHELL,,235169.7828,900802.5898
3254832,BOSTON,05-Jul-2012,6:00 PM,Non-fatal injury,1,2,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Not reported ,V1: Passenger car,Dry,Daylight,Clear/Clear,,42 BEACH STREET,,,,,236159.915,900202.2251
3186872,BOSTON,05-Jul-2012,6:35 PM,Property damage only (none injured),1,0,0,Angle,V1: Turning left,V1:Northbound ,V1: Collision with light pole or other post/support ,V1: Tractor/semi-trailer,Dry,Daylight,Clear,,TRUMAN HIGHWAY / FAIRMOUNT AVENUE,,,,,231503.1562,889184.7498
3250819,BOSTON (DORCHESTER),05-Jul-2012,8:58 PM,Property damage only (none injured),1,0,0,Unknown,V1: Travelling straight ahead,V1:Not reported ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Dark - lighted roadway,Cloudy/Cloudy,,795 WASHINGTON STREET,,,,P2:Pedestrian,235945.4817,899996.1238
3163126,BOSTON,05-Jul-2012,9:16 PM,Non-fatal injury,1,1,0,Angle,V1: Turning left,V1:Westbound ,"V1: Collision with cyclist (bicycle, tricycle, unicycle, pedal car) ",V1: Passenger car,Dry,Dark - lighted roadway,Not Reported,,NORTH HARVARD STREET / SOLDIERS FIELD ROAD,,,,"P2:Other non-motorist (wheelchair, etc.) / P3:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",230992.2801,902048.053
3198590,BOSTON,05-Jul-2012,11:19 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Entering traffic lane,V1:Westbound ,V1: Collision with curb ,V1: Passenger car,Dry,Dark - roadway not lighted,Clear,MORTON STREET Rte 203 W / JAMES SHEA CIRCLE / FOREST HILLS ENTRANCE DRIVE,,,,,,232473.2968,894531.5627
3195682,BOSTON,06-Jul-2012,5:55 AM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Westbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,COLUMBIA ROAD / DORCHESTER AVENUE,,,,,236535.6564,896787.6252
3254619,BOSTON (DORCHESTER),06-Jul-2012,8:00 AM,Not Reported,2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,DORCHESTER AVENUE / WHITTEN STREET,,,,,,236092.1251,893675.875
3219083,BOSTON,06-Jul-2012,8:15 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Not Reported,,Rte 93 N,,Exit 14 on Rte 93 N,BOTTOM OF RAMP,,237258.9796,894483.3974
3179684,BOSTON,06-Jul-2012,12:05 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 S,,Exit 24 on Rte 93 S,,,236397.1933,901565.6511
3163128,BOSTON,06-Jul-2012,2:10 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Not Reported,,COLUMBIA ROAD / QUINCY STREET,,,,,235432.4218,895739.2499
3245694,BOSTON,06-Jul-2012,2:58 PM,Unknown,2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear/Clear,,175 NASHUA STREET,,,,,235607.5837,901932.8575
3168355,BOSTON,06-Jul-2012,3:23 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Eastbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,NORTH BEACON STREET Rte 20 E / NORTH BEACON STREET Rte 20 E,,,,NORTH BEACON CIRCLE,,228004.6714,900952.97
3207362,BOSTON,06-Jul-2012,3:48 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 S,,Exit 15 on Rte 93 S,,,236629.6253,897168.5001
3163761,BOSTON,06-Jul-2012,4:28 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,RAMP - STORROW DRIVE TO LEVERETT CONNECT / EMBANKMENT ROAD Rte 28 N,,,@ LEVERETT CIRCLE,,235583.6355,901854.9039
3163759,BOSTON,06-Jul-2012,5:00 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Changing lanes,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,STORROW DRIVE Rte 28 N / RAMP - STORROW DRIVE TO LEVERETT CONNECT,,,MASS EYE AND EAR,,235429.3404,901626.2965
3245677,BOSTON,06-Jul-2012,7:33 PM,Non-fatal injury,1,1,0,"Sideswipe, same direction",V1: Turning left,V1:Not reported ,V1: Not reported ,V1: Passenger car,Dry,Daylight,Clear,BATTERYMARCH STREET / MILK STREET,,,,,"P2:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",236711.9682,900891.7588
3380432,BOSTON,06-Jul-2012,10:15 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Dark - lighted roadway,Cloudy,,JOHN F FITZGERALD EXPRESSWAY Rte 93 N / RAMP - FRONTAGE ROAD TO RT 93 NB,,,,,236022.9741,899026.8913
3389297,BOSTON,06-Jul-2012,11:15 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Leaving traffic lane / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,Rte 93 N,,,,,,
3249437,BOSTON (BRIGHTON),07-Jul-2012,1:17 AM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,ARLINGTON STREET / MARKET STREET / SPARHAWK STREET,,,,,,228678.7655,900185.4999
3248995,BOSTON,07-Jul-2012,2:42 AM,Unknown,2,0,0,"Sideswipe, opposite direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear/Clear,COLUMBIA ROAD / SEAVER STREET,,,,,,234425.7346,894944.4999
3169234,BOSTON,07-Jul-2012,3:20 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with guardrail ,V1: Single-unit truck (3-or-more axles),Dry,Dark - lighted roadway,Clear,,Rte 90 E,Rte 90  E Milemarker 133.0,,EST OF PRU TUNNEL,,234145.2812,899758.6639
3322560,BOSTON (JAMAICA PLAIN),07-Jul-2012,5:25 AM,Property damage only (none injured),1,0,0,Not reported,V1: Travelling straight ahead,V1:Not reported ,V1: Collision with utility pole ,V1: Passenger car,Not reported,Not reported,Not Reported,SOUTH HUNTINGTON AVENUE / PERKINS STREET,,,,,,231975.1096,896863.1877
3249438,BOSTON (ALLSTON),07-Jul-2012,8:13 AM,Not Reported,1,0,0,Unknown,V1: Not reported,V1:Not reported ,V1: Not reported ,V1: Not reported,Dry,Daylight,Cloudy/Unknown,BRIGHTON AVENUE / HARVARD AVENUE,,,,,P2:Pedestrian,230310.1562,900350.1872
3380412,BOSTON,07-Jul-2012,12:38 PM,Non-fatal injury,3,1,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Passenger car",Dry,Daylight,Clear,LEVERETT CONNECTOR SOUTH / INTERSTATE 93 Rte 93 S,,,,LCS RAMP,,234851.4114,903728.5153
3380433,BOSTON,07-Jul-2012,1:29 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Passenger car",Dry,Daylight,Clear,,LEVERETT CONNECTOR SOUTH / RAMP - RT 1 SB TO LEVERETT CONNECTOR,,,LOWER DECK,,235782.7627,902243.3266
3163115,BOSTON,07-Jul-2012,2:55 PM,Property damage only (none injured),1,0,0,"Sideswipe, same direction",V1: Leaving traffic lane,V1:Northbound ,V1: Collision with median barrier ,V1: Passenger car,Dry,Daylight,Clear,,Rte 93 N,,Exit 23 on Rte 93 N,,,236957.4837,900943.9828
3381469,BOSTON,07-Jul-2012,4:02 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,NEPONSET AVENUE Rte 3A N / QUINCY SHORE DRIVE Rte 3A N,,,NEPONSET BRIDGE,,237961.4307,892777.0068
3164518,BOSTON,08-Jul-2012,1:40 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Changing lanes / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Not Reported,,PARK DRIVE / RIVERWAY,,,LANDMARK MALL,,232691.7031,899332.1134
3195426,BOSTON,08-Jul-2012,2:41 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Dark - lighted roadway,Not Reported,SOLDIERS FIELD ROAD / SOLDIERS FIELD ROAD EXTENSION,,,,ELLIOT BRIDGE,,230478.0938,902530.5623
3168226,BOSTON,08-Jul-2012,3:50 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with curb ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,Rte 93,,Exit 26 on Rte 93,,,234851.4113,903728.5151
3182466,BOSTON,08-Jul-2012,11:03 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Entering traffic lane,V1:Southbound ,V1: Collision with tree ,V1: Passenger car,Dry,Daylight,Clear,,0 feet N from Intersection WILLIAM DAY BOULEVARD / SHORE ROAD,,,,,239395.4063,898705.3125
3162989,BOSTON,08-Jul-2012,11:54 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Changing lanes / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Not Reported,,RAMP - STORROW DRIVE TO LEVERETT CONNECT / EMBANKMENT ROAD Rte 28 N,,,,,235567.7144,901845.283
3198588,BOSTON,08-Jul-2012,1:11 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,DAVID G MUGAR WAY / MOUNT VERNON STREET,,,,,235206.487,900842.3289
3250811,BOSTON,08-Jul-2012,1:25 PM,Not Reported,2,0,0,Not reported,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Not reported,Not reported,Not Reported,,WAINWRIGHT STREET / GENEVA AVENUE,,,,,,
3267747,BOSTON (HYDE PARK),09-Jul-2012,3:17 AM,Not Reported,2,0,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,CUMMINS HIGHWAY / HYDE PARK AVENUE,,,,,,231428.7354,892236.6369
3170775,BOSTON,09-Jul-2012,5:41 AM,Not Reported,1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with tree ,V1: Passenger car,Dry,Daylight,Clear,,ENNEKING PARKWAY / DEDHAM PARKWAY,,,,,229687.9375,889839.1252
3380413,BOSTON,09-Jul-2012,7:58 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,MASSACHUSETTS TURNPIKE Rte 90 W / TED WILLIAMS TUNNEL,,,TED WILLIAMS TUNNEL ENTRANCE,,239051.4028,900924.2439
3250812,BOSTON (DORCHESTER),09-Jul-2012,8:49 AM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Northbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear/Clear,ADAMS STREET / MILTON STREET,,,,,,236380.0939,892268.1249
3251856,BOSTON (CHARLESTOWN),09-Jul-2012,10:00 AM,Property damage only (none injured),2,0,0,Angle,V1: Turning right / V2:Turning left,V1:Westbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear/Clear,,101 CAMBRIDGE STREET,,,,,236020.7344,901291.9329
